Region,Product,Sales,Profit
West,C,121,20.61
North,A,167,77.41
South,C,306,74.67
South,C,472,230.89
North,C,489,164.24
West,A,392,48.17
East,B,263,33.97
West,A,79,31.07
North,C,212,31.28
West,C,193,85.49
North,B,490,160.49
North,C,419,59.9
East,B,281,108.22
North,C,313,104.74
East,B,447,46.76
East,A,473,49.64
East,C,470,193.39
West,C,133,34.15
West,B,428,113.48
North,A,321,37.72
West,B,380,122.02
West,B,397,65.94
West,A,438,183.87
South,B,360,41.4
South,B,127,59.81
North,A,204,97.69
East,C,444,48.82
East,A,51,24.19
East,A,435,162.29
West,A,445,98.6
South,C,360,135.85
East,C,374,63.31
South,C,213,28.91
East,A,265,130.09
West,A,298,148.83
West,A,165,49.26
North,C,238,99.43
South,B,96,43.18
West,C,309,84.49
West,B,455,91.49
East,A,279,41.09
West,C,226,110.93
North,C,178,35.93
West,B,67,24.64
East,B,380,111.52
North,A,164,62.52
North,B,375,87.14
West,C,83,39.39
West,A,156,15.97
North,C,447,163.81
West,B,165,22.2
South,A,60,7.77
South,A,216,44.53
South,C,143,31.77
North,B,93,27.98
East,B,132,37.92
East,A,343,147.72
South,B,271,50.81
South,B,295,119.95
West,A,194,29.09
South,C,207,73.81
South,C,421,99.0
South,C,387,113.21
North,C,478,142.24
North,B,350,50.24
West,B,459,104.69
South,C,321,152.63
West,A,455,55.59
East,A,93,33.18
North,A,85,39.35
South,A,119,29.93
East,A,432,113.65
West,C,291,32.23
East,B,243,51.12
West,B,147,39.42
West,C,275,101.09
West,B,485,178.26
East,C,241,115.71
West,C,108,27.69
East,C,209,59.87
East,A,465,127.3
East,B,421,53.85
West,B,99,22.02
South,A,375,59.19
East,C,460,229.99
East,B,144,21.79
West,A,85,21.27
West,C,187,26.18
West,C,112,28.63
North,B,147,38.6
North,B,437,167.65
West,C,448,150.93
West,B,169,52.66
South,A,231,81.53
South,C,127,53.86
North,B,261,118.22
South,A,371,162.65
North,B,278,95.94
East,A,82,38.94
West,C,426,75.05
West,B,166,43.36
South,C,254,96.11
North,B,468,61.24
South,A,496,184.18
West,A,187,68.53
South,B,478,214.39
South,C,433,46.81
East,A,339,120.67
West,B,499,188.58
East,B,171,38.92
West,B,133,48.2
East,B,104,19.39
North,C,400,94.22
North,C,494,129.06
West,B,474,79.49
South,A,271,130.15
North,A,366,79.7
South,A,303,43.55
West,C,331,55.72
West,C,438,184.88
East,C,133,20.04
East,C,197,29.63
South,B,409,183.63
South,A,488,198.95
South,B,441,175.61
East,B,389,172.56
East,C,76,13.1
East,A,119,46.59
North,A,150,73.29
South,B,104,48.66
West,A,462,83.98
West,C,343,125.1
North,B,127,22.98
West,A,279,30.66
West,C,217,107.29
South,B,414,156.76
East,A,182,89.46
North,B,415,173.94
West,B,392,156.12
East,C,318,72.13
South,C,213,57.28
West,A,218,87.48
West,B,136,51.24
North,B,55,22.69
North,A,299,77.81
West,B,258,58.78
East,C,300,149.8
West,C,323,117.02
East,B,415,46.63
South,A,233,81.74
North,A,498,156.04
North,B,396,94.15
West,B,210,50.07
South,B,231,106.01
North,A,88,33.38
North,C,287,75.56
North,C,97,43.04
East,B,117,35.72
West,B,184,52.12
East,B,347,142.99
West,A,403,123.46
South,A,111,18.44
South,A,135,32.28
North,C,496,175.44
East,B,489,204.37
North,C,192,57.8
West,B,237,44.2
West,B,277,34.64
North,B,322,133.68
East,B,350,78.11
South,C,348,52.03
West,A,73,8.83
South,C,107,29.94
West,C,465,134.5
South,A,270,78.14
East,B,487,119.64
West,A,163,31.06
West,B,375,178.24
East,C,173,77.01
West,A,215,68.08
North,C,498,133.99
West,C,434,144.46
East,A,394,175.49
South,C,443,57.12
East,B,309,118.86
South,C,337,147.76
North,B,158,38.1
North,C,234,26.62
West,A,310,149.44
North,A,313,84.16
North,C,486,95.68
South,C,407,182.32
South,B,402,75.34
South,B,166,72.68
South,A,135,44.32
East,B,384,61.72
South,B,327,154.69
West,B,306,125.25
North,C,73,25.88
South,B,321,101.64
East,B,51,13.94
West,C,330,107.4
West,B,118,52.43
East,C,81,22.77
South,A,367,119.89
North,C,272,65.25
West,B,110,11.5
East,C,196,36.12
West,A,53,23.71
East,B,187,78.72
South,B,367,94.5
East,B,219,84.47
North,B,223,69.7
West,B,404,134.67
West,A,137,30.32
West,B,245,65.13
North,C,87,18.65
East,B,482,61.79
North,A,77,28.59
East,C,490,83.5
North,A,94,14.81
South,A,131,42.23
East,B,315,66.84
South,C,375,74.5
North,C,238,54.3
West,C,375,148.7
West,B,482,223.58
North,C,252,62.15
West,A,320,129.27
North,B,233,95.79
West,A,324,65.0
North,B,255,83.12
North,A,420,199.67
East,B,322,160.58
East,B,225,59.36
South,C,152,48.79
South,C,407,144.51
East,B,67,21.37
South,A,164,64.69
East,A,393,47.33
South,C,223,110.16
North,A,182,63.1
West,A,86,16.75
North,A,196,89.13
North,C,193,62.78
South,A,438,52.89
West,C,155,23.24
South,C,54,16.67
West,A,191,86.29
East,A,370,47.95
North,B,283,79.89
West,C,403,105.51
East,B,90,30.81
East,A,476,236.72
East,C,105,26.02
South,A,456,139.79
North,B,264,117.89
South,C,316,67.92
East,C,184,23.97
West,C,204,21.58
East,A,296,63.62
South,B,212,47.61
West,A,238,100.82
East,A,266,124.04
East,B,86,10.71
West,B,86,22.99
South,B,499,177.99
North,A,171,57.09
East,C,258,60.18
South,B,133,31.6
South,C,293,118.22
West,A,69,8.95
North,B,243,93.81
South,A,312,38.52
South,B,448,186.93
West,B,387,113.49
South,B,115,14.78
North,C,488,140.06
North,B,383,51.66
East,B,413,178.26
South,C,491,190.98
West,B,307,49.46
North,B,396,85.21
South,B,177,41.46
South,B,89,9.23
North,C,415,128.29
North,A,484,48.7
East,A,147,34.4
South,B,227,72.66
West,B,74,33.61
West,C,209,42.25
South,B,475,237.11
South,C,274,93.33
West,B,435,152.62
North,A,384,63.33
East,B,353,133.24
North,C,342,105.85
South,A,485,60.02
South,C,135,63.55
North,B,493,208.42
South,B,150,25.72
East,A,63,24.59
East,A,299,40.0
North,A,199,40.93
South,B,79,8.25
West,B,226,78.97
South,A,420,67.45
West,C,431,92.17
East,A,191,57.13
North,C,223,77.54
South,C,151,74.64
North,B,265,115.02
South,C,471,121.69
West,C,151,70.18
North,B,317,132.81
South,B,190,34.51
West,B,420,175.45
South,A,334,41.87
North,A,412,135.93
South,A,390,169.24
North,C,190,19.66
West,B,167,61.14
West,A,258,77.7
West,C,456,79.93
East,A,440,119.61
North,B,359,85.64
South,A,234,69.51
East,C,175,45.23
West,B,51,24.52
North,A,448,191.73
East,A,236,62.15
South,C,242,56.85
North,A,464,99.69
East,B,426,106.22
East,A,281,124.49
East,B,219,37.59
East,C,393,154.9
West,C,86,28.26
North,B,282,99.65
East,B,244,55.31
East,B,121,52.74
South,A,233,108.37
North,C,308,93.75
North,A,353,36.04
North,C,178,71.61
West,B,202,97.75
West,C,138,38.19
East,B,244,24.97
East,A,412,53.33
North,A,285,103.85
West,C,315,58.88
North,A,219,37.52
North,A,453,196.39
North,C,273,84.56
North,C,484,49.56
North,C,369,113.45
North,A,467,62.67
South,C,169,48.55
South,A,403,63.79
East,B,214,40.73
West,B,81,30.36
South,A,319,122.98
East,C,500,166.22
North,A,307,145.81
North,A,345,93.12
South,A,495,150.12
South,C,134,56.91
South,A,336,142.43
West,C,173,83.8
North,C,373,177.22
North,C,201,21.62
East,C,404,138.75
East,B,133,35.75
East,B,446,221.37
East,C,495,96.59
South,A,208,68.55
West,B,95,29.12
East,B,293,130.58
East,B,394,108.67
West,A,81,23.62
East,C,467,68.77
West,A,493,62.44
South,B,191,61.36
West,B,474,145.56
East,B,396,85.3
West,B,456,227.12
North,C,406,115.78
South,C,398,91.29
South,B,445,85.17
North,B,276,97.45
South,B,195,93.74
North,A,160,68.86
West,A,232,100.91
West,A,281,115.8
East,B,263,47.83
North,B,66,10.56
East,B,72,32.36
North,B,473,99.58
East,B,178,41.44
West,B,485,237.5
North,B,67,18.43
East,C,306,150.51
East,A,270,127.52
South,A,317,44.22
North,A,91,12.05
South,B,457,80.77
East,C,431,67.67
East,C,218,33.43
East,B,357,49.21
North,C,383,123.9
North,A,407,166.02
East,C,396,59.96
West,C,417,109.97
North,C,154,25.37
West,B,64,31.32
East,B,151,69.13
North,C,444,90.92
West,C,68,28.4
East,C,331,85.21
East,A,215,30.78
East,B,66,14.47
East,C,113,41.88
East,C,198,52.71
West,A,497,161.04
North,A,340,117.68
North,B,51,19.54
South,A,322,148.27
East,A,204,28.55
West,B,288,83.23
East,C,373,107.75
North,B,152,43.89
West,C,229,30.65
East,C,73,17.26
North,A,434,91.6
West,A,467,173.61
South,B,500,218.98
North,B,76,9.51
West,A,88,35.08
South,B,432,168.62
South,B,81,9.2
East,C,449,81.75
East,C,365,68.92
East,C,344,68.54
North,A,414,102.38
West,A,414,42.69
South,C,186,78.45
West,B,384,137.69
North,B,442,107.27
South,A,366,76.77
North,B,451,156.32
East,A,184,42.93
West,A,325,79.87
South,C,222,85.65
East,A,81,33.33
South,A,287,103.44
East,A,228,94.88
North,A,170,76.24
East,A,343,66.81
South,B,240,51.57
East,C,272,71.48
North,A,210,97.14
South,A,472,95.76
North,C,246,83.93
North,A,347,90.15
South,A,172,72.79
West,C,338,76.66
West,B,60,25.95
North,A,383,61.36
South,C,217,73.5
North,B,361,39.21
East,C,413,100.3
West,B,249,99.76
West,A,132,25.9
South,B,206,65.19
East,B,341,77.88
West,A,228,109.26
West,A,246,90.22
South,C,226,23.78
West,C,303,68.54
North,B,228,98.27
West,C,427,127.79
North,A,466,175.73
North,B,70,10.54
West,B,253,89.29
West,C,108,46.68
North,B,479,99.45
East,C,259,37.17
North,A,329,111.33
North,B,412,43.58
North,C,236,89.47
East,C,102,40.62
West,A,149,71.49
East,A,407,91.56
North,B,68,13.92
South,A,409,136.95
North,A,66,29.32
West,C,479,171.81
South,C,362,91.04
North,B,436,135.5
South,B,257,92.13
West,C,100,28.43
East,C,446,48.96
North,A,120,26.99
South,A,458,162.88
North,A,333,43.07
West,A,430,165.18
South,B,364,89.34
West,B,83,14.21
North,A,469,146.47
West,A,364,138.08
West,A,342,158.81
West,B,172,43.25
East,A,252,74.77
East,C,187,82.26
North,B,280,45.65
West,B,376,140.49
East,B,446,207.33
South,A,472,110.34
West,B,180,85.61
South,C,78,13.48
East,A,199,44.08
South,C,119,29.69
North,A,351,112.85
South,A,166,44.42
East,C,140,14.86
South,C,491,169.07
North,C,161,73.92
South,B,450,173.25
East,B,52,24.8
West,C,96,31.59
East,A,224,78.56
North,C,409,77.0
South,B,86,32.18
North,C,213,61.72
North,B,225,71.09
South,C,207,54.96
South,B,178,51.0
North,B,287,123.79
West,A,85,34.6
North,A,153,56.32
South,A,343,85.22
South,C,169,39.61
North,C,87,31.87
South,C,153,23.94
South,B,297,117.5
West,C,387,142.19
South,C,103,11.74
West,C,424,185.46
West,C,344,153.9
South,A,174,43.4
West,B,80,35.28
South,C,314,70.72
South,C,245,26.7
West,B,330,42.19
West,B,182,23.04
West,A,321,41.03
East,C,419,182.67
West,A,390,162.69
South,B,486,156.01
East,B,361,107.47
West,A,224,27.13
South,B,418,108.17
East,B,442,85.52
North,B,252,45.42
East,A,457,91.01
West,A,98,21.38
South,C,294,35.18
West,C,129,45.04
South,B,322,79.84
North,A,352,131.37
West,C,291,140.31
South,A,103,47.65
East,B,448,161.65
East,C,126,27.21
South,B,134,50.32
North,A,55,20.64
West,A,216,64.11
West,A,201,20.47
East,B,291,109.3
South,A,207,33.24
South,C,178,20.52
North,A,405,197.88
East,A,197,67.92
North,A,161,30.04
North,C,163,16.73
South,C,181,51.32
West,C,349,71.86
North,A,311,125.42
South,A,154,75.94
North,C,140,35.91
East,B,222,75.25
West,A,357,154.9
North,C,254,100.61
South,B,447,139.63
North,B,410,95.59
South,C,302,90.5
North,A,399,41.64
North,B,236,44.03
South,B,220,92.29
South,A,147,38.85
South,C,500,99.34
South,B,346,141.51
South,B,436,53.35
South,B,283,95.85
North,A,400,198.92
West,A,266,98.37
West,B,387,97.02
West,B,142,54.26
North,B,277,133.11
North,C,490,141.27
South,A,122,47.62
South,C,383,58.94
North,C,346,80.88
North,C,51,23.28
South,B,358,98.85
South,C,399,95.65
North,A,348,114.56
South,A,139,52.94
South,A,243,25.35
North,C,142,15.66
North,B,158,26.48
East,A,316,106.81
North,B,127,14.0
North,C,150,63.28
West,C,157,19.08
North,C,474,52.77
South,C,149,48.94
South,B,436,215.15
North,B,408,56.29
North,B,96,10.46
East,A,140,22.81
North,B,376,177.25
West,A,490,62.32
West,C,497,196.5
South,B,408,92.31
West,A,390,97.87
North,A,492,124.59
South,B,442,119.19
South,C,204,23.23
East,A,328,73.87
East,A,90,16.36
East,A,406,173.93
North,C,138,24.09
East,A,275,42.4
East,B,110,26.88
North,A,339,167.66
West,C,363,56.98
East,C,195,91.74
East,B,229,50.06
West,C,267,87.39
South,B,68,32.82
North,A,55,19.8
South,A,112,55.86
South,A,374,99.81
East,B,59,22.45
West,B,119,14.3
North,B,310,80.11
East,C,222,99.19
South,A,337,45.23
West,C,64,21.24
East,C,60,28.96
North,B,405,41.85
East,C,254,106.04
North,A,83,30.4
East,C,173,32.21
West,B,215,83.06
East,A,462,195.0
East,A,169,24.04
South,A,359,93.91
West,A,161,32.9
South,C,358,148.18
West,C,242,47.53
East,C,348,130.69
West,B,268,40.61
East,B,475,205.56
East,A,440,45.48
East,A,221,67.65
West,C,444,177.24
South,B,201,46.49
West,A,328,146.03
East,A,101,38.95
South,B,496,194.42
North,A,177,28.38
South,C,421,53.51
South,A,161,33.34
West,B,481,195.3
West,B,304,134.24
West,C,157,72.35
West,A,144,63.22
North,A,487,110.01
East,A,117,53.17
North,A,165,23.9
East,C,221,84.38
West,C,308,37.45
South,B,61,28.29
West,A,362,53.54
North,C,479,83.59
South,C,448,60.51
East,B,196,25.69
East,B,409,125.03
West,A,409,159.24
West,C,278,40.2
East,C,385,127.61
East,C,246,64.89
West,C,56,12.84
East,C,101,49.22
South,C,112,25.99
South,C,324,54.49
West,B,212,37.98
East,B,498,194.27
West,A,393,152.07
East,A,395,123.13
South,A,61,25.77
South,A,317,134.14
East,A,353,117.73
East,C,403,160.52
West,A,491,156.56
East,B,351,60.23
South,A,458,222.48
East,A,176,36.6
North,A,106,52.61
South,C,164,18.04
North,A,175,41.34
North,C,402,52.24
North,C,338,166.31
West,A,321,127.75
West,A,401,66.22
South,C,258,56.69
West,A,472,148.84
East,B,219,59.27
West,B,364,109.45
North,B,97,46.58
South,C,203,91.14
North,A,291,112.8
North,C,313,120.96
South,C,404,63.52
West,A,427,44.75
South,A,426,143.57
East,C,464,174.3
West,A,408,47.03
West,B,477,136.59
North,A,64,31.49
South,B,150,18.42
West,B,298,124.71
North,A,437,146.39
North,C,283,68.59
North,C,242,83.33
South,C,163,24.98
South,C,122,48.43
East,B,117,55.55
West,C,247,89.66
East,C,89,12.48
South,A,364,135.67
South,B,92,23.76
West,B,90,23.96
North,C,65,16.01
East,B,295,111.62
South,B,455,211.29
South,C,58,19.29
North,A,351,105.1
West,C,118,29.36
South,C,349,118.08
West,A,276,123.1
West,A,442,176.65
West,C,453,123.63
East,C,332,81.49
North,B,359,47.94
South,C,358,133.17
West,A,353,159.92
East,C,487,172.46
East,C,359,118.93
East,A,142,58.57
South,A,219,51.14
North,A,373,54.57
East,A,449,62.17
North,C,291,32.15
West,A,339,76.49
West,A,453,197.31
North,B,262,38.38
North,C,301,119.48
East,A,261,109.29
East,B,202,98.51
North,B,207,65.75
West,A,268,82.9
South,B,211,72.91
South,C,469,74.57
South,B,483,165.56
East,C,246,79.19
East,B,305,108.39
South,C,274,47.57
West,C,188,43.33
East,A,326,69.96
West,A,229,39.43
East,B,486,78.3
South,C,103,48.27
North,B,77,21.65
East,C,245,101.27
North,A,264,35.08
West,C,277,127.71
South,C,471,156.52
North,C,351,84.37
West,B,186,85.59
East,A,97,11.36
East,C,444,168.75
South,B,124,46.78
East,A,424,133.47
South,A,235,103.99
South,B,191,85.09
West,B,134,63.46
South,A,229,46.46
West,A,242,80.55
North,C,498,165.49
South,A,116,26.53
East,C,203,79.71
East,A,331,65.34
South,C,75,14.76
South,B,120,46.92
East,A,444,130.62
West,C,304,102.5
East,C,67,19.15
West,C,165,31.09
North,B,244,28.29
West,A,89,36.58
South,A,340,36.08
West,C,244,67.68
North,B,55,11.76
North,C,220,99.73
West,A,281,84.02
North,B,337,101.1
South,A,189,39.24
South,C,227,41.9
South,B,456,185.97
East,B,178,54.38
North,B,457,66.36
East,A,246,40.57
North,C,190,64.26
East,B,198,57.79
North,A,202,68.92
South,A,319,150.8
South,C,229,60.96
North,C,491,218.67
South,A,109,40.14
North,C,243,32.53
West,B,148,46.38
North,C,381,165.63
East,B,178,40.35
West,C,147,63.51
South,B,260,124.56
North,B,289,89.77
East,C,278,102.68
West,B,332,65.5
North,A,135,32.01
North,B,111,55.33
East,A,324,39.87
South,C,340,58.46
West,A,299,63.88
East,A,352,145.45
South,A,101,45.12
North,C,102,40.47
North,A,475,88.46
South,B,420,108.2
North,C,248,50.22
East,A,376,111.4
South,C,283,133.66
South,C,466,115.11
West,C,182,66.23
West,B,439,198.34
South,A,425,46.38
South,B,488,138.71
West,B,84,17.59
East,A,120,33.27
North,A,264,45.14
South,B,85,13.12
West,C,445,119.95
South,B,143,20.4
South,B,257,100.51
North,B,236,98.46
South,C,319,42.81
North,C,318,50.55
East,C,301,124.07
East,B,103,47.98
West,C,460,127.15
South,A,347,45.7
South,A,273,42.58
South,A,280,117.29
East,A,470,192.59
West,B,158,59.81
South,B,93,21.77
West,B,302,123.92
South,C,236,114.46
North,C,473,220.01
East,C,499,103.84
West,B,234,82.26
North,C,208,38.77
South,B,301,75.87
West,A,414,101.62
West,C,257,40.9
West,A,321,37.47
North,B,478,180.59
East,A,249,92.29
North,B,443,138.5
East,A,307,124.77
East,B,72,35.8
South,A,354,44.59
South,A,140,38.47
South,B,266,119.85
West,B,186,34.15
West,C,283,56.0
South,C,367,153.92
North,A,296,41.19
North,B,291,134.93
South,A,171,18.68
East,B,312,130.61
South,B,176,66.41
West,A,322,147.27
North,A,477,120.64
West,C,350,59.93
East,B,264,85.3
South,B,280,73.41
South,B,64,28.43
South,A,104,49.72
North,B,156,24.98
West,B,455,92.88
South,C,412,71.44
North,B,88,34.98
North,A,126,37.94
North,A,391,170.05
West,A,340,74.43
South,C,300,112.7
East,A,138,34.51
West,A,160,58.65
North,A,394,150.27
West,A,90,25.74
East,B,268,108.48
North,A,168,80.69
South,C,397,188.34
West,C,89,24.49
North,A,64,7.54
North,B,219,73.26
East,C,326,86.48
West,A,135,38.21
North,A,364,146.97
East,C,280,81.8
North,B,271,82.09
North,A,244,47.53
North,C,52,11.46
North,C,194,77.9
South,B,333,119.57
East,A,161,66.65
South,B,118,15.73
South,A,424,124.26
East,B,466,163.21
East,A,476,89.91
South,A,214,57.69
East,C,226,79.53
West,A,302,149.19
West,B,136,49.6
North,C,400,183.46
South,B,388,174.18
West,A,376,179.74
South,B,349,150.94
East,A,369,100.64
East,C,273,121.39
North,A,167,62.61
West,A,204,42.58
West,B,369,37.12
South,A,258,89.71
East,A,396,46.18
West,C,463,170.42
West,C,440,90.69
East,B,302,149.05
South,C,264,94.24
North,C,127,27.22
East,A,274,89.4
North,A,412,192.3
North,C,284,65.85
North,A,400,44.64
South,B,94,44.4
South,C,443,201.15
East,B,476,121.44
West,C,156,61.78
East,B,124,47.39
North,B,203,96.59
East,A,151,64.06
South,A,69,19.21
West,A,267,78.06
East,A,387,159.43
North,C,382,135.87
West,A,429,58.29
East,C,175,22.12
West,C,259,108.95
South,A,447,133.95
East,B,187,66.08
East,B,211,25.94
South,A,274,67.05
South,C,204,38.39
North,B,437,93.06
North,A,329,102.35
West,C,347,69.87
East,A,486,152.72
North,A,277,84.74
South,B,406,158.79
West,C,444,160.06
South,A,403,186.75
East,C,229,113.36
West,C,460,127.55
East,B,268,69.3
South,C,147,33.75
East,A,323,90.32
East,A,86,22.25
West,A,461,81.63
West,C,494,164.09
North,C,239,95.91
East,A,120,52.31
West,A,407,70.53
North,C,58,16.21
North,B,206,80.82
North,A,243,99.52
West,B,325,38.92
South,A,63,26.01
South,B,74,23.94
North,C,498,192.14
West,A,418,155.59
West,A,110,11.92
East,C,283,137.5
South,A,295,31.38
South,A,170,26.55
North,A,402,150.64
West,A,387,53.71
South,C,156,76.73
East,A,248,97.36
South,B,320,43.38
East,A,149,61.35
North,C,385,111.06
East,C,328,131.19
North,C,442,122.85
West,B,229,44.24
East,B,336,67.26
East,B,437,165.82
West,B,134,24.88
East,C,427,80.25
West,A,394,43.41
East,B,246,70.76
North,A,76,15.97
West,C,197,40.61
West,C,283,85.77
East,C,112,12.52
East,C,209,102.21
West,B,318,137.57
East,B,391,159.89
North,B,88,32.33
North,C,172,20.42
South,B,329,119.56
South,B,498,195.83
East,C,425,106.04
North,B,354,164.58
East,C,103,31.06
West,A,158,68.88
West,B,322,92.24
South,C,235,105.34
West,A,366,129.21
South,B,132,24.6
South,A,187,70.46
East,C,288,49.59
West,A,52,22.11
East,A,172,64.92
East,B,323,66.25
East,C,407,84.19
North,C,486,79.41
West,C,66,32.08
North,A,369,69.09
East,A,466,64.8
South,A,333,90.54
North,A,93,27.14
South,C,243,36.73
East,C,283,94.79
North,A,211,72.23
North,C,277,72.13
East,C,137,46.8
East,A,493,162.51
East,C,87,35.31
North,B,134,31.17
West,C,433,196.27
West,A,115,45.46
West,C,290,123.47
East,A,107,12.03
East,A,68,7.33
West,A,253,58.22
East,A,389,53.57
North,C,381,75.96
North,A,183,41.36
West,B,89,10.65
East,A,459,49.2
South,B,51,8.75
East,B,443,163.19
East,B,201,98.35
East,B,306,77.66
North,A,323,139.6
West,C,206,91.36
North,C,455,159.19
South,A,341,39.3
North,B,362,82.25
East,C,164,39.33
West,A,394,72.83
South,C,371,94.61
East,C,423,155.78
South,A,54,23.66
South,A,125,58.17
South,C,128,13.1
North,C,387,179.64
West,B,69,26.17
East,C,271,112.44
West,C,240,86.26
North,C,209,95.52
South,C,419,116.87
West,C,280,55.56
East,C,413,126.76
East,B,274,68.74
East,A,497,195.67
West,A,149,37.18
East,A,195,91.85
East,C,307,108.46
West,A,205,101.48
East,B,87,39.72
South,C,407,69.73
South,C,327,152.15
West,A,483,222.01
West,A,239,57.81
East,C,405,100.04
South,C,440,128.26
West,B,280,96.17
East,B,130,28.89
East,B,428,108.31
East,B,348,66.34
West,B,494,72.4
West,B,130,60.33
East,C,170,58.66
West,A,432,184.39
East,B,283,132.16
East,B,370,117.24
South,C,226,102.44
West,C,265,76.89
West,B,223,70.39
East,A,307,151.15
South,C,230,26.18
South,C,322,129.48
West,B,252,98.61
West,B,104,27.95
South,B,375,121.64
East,A,170,66.34
North,C,358,63.26
South,A,365,104.67
West,B,373,135.57
North,A,59,27.48
South,C,156,54.85
East,B,273,67.69
South,A,306,71.68
East,C,304,34.53
South,B,81,15.1
East,C,243,107.78
West,A,301,44.05
North,A,322,69.6
East,C,71,30.09
North,A,178,41.75
North,A,256,44.0
East,A,281,114.41
North,A,354,168.49
East,B,302,75.65
South,B,262,120.95
East,C,57,26.16
South,B,310,53.24
West,A,133,60.71
South,C,129,18.7
East,C,318,32.6
East,A,66,6.87
West,C,356,110.68
East,A,437,194.81
North,C,68,17.4
West,B,210,104.88
South,C,303,93.3
West,C,365,181.81
West,B,268,56.34
North,A,386,55.86
North,A,276,68.21
East,A,102,11.11
South,B,464,212.21
East,B,478,108.22
East,C,358,158.44
South,A,184,41.08
North,B,288,124.78
North,C,342,160.36
West,C,486,81.95
West,C,489,211.73
East,B,184,50.78
North,C,114,41.86
West,C,476,84.35
South,B,120,41.04
South,B,87,21.64
East,B,190,30.63
South,A,175,78.81
West,A,431,126.67
East,B,199,56.12
East,C,207,25.01
East,A,359,58.5
East,B,159,75.62
West,B,324,58.87
West,C,323,85.72
North,C,324,36.61
South,B,244,33.22
North,B,430,140.45
West,A,496,167.89
East,C,476,228.4
South,B,494,127.56
North,B,465,112.89
West,C,51,8.34
East,C,395,143.16
East,A,225,47.21
West,B,467,203.19
East,B,237,71.26
East,B,427,192.49
North,C,220,30.39
West,B,314,60.41
North,C,301,147.93
North,C,340,102.5
North,A,251,72.63
South,C,65,11.54
East,B,352,61.41
East,A,348,115.96
West,C,390,181.42
North,B,470,108.36
East,B,413,105.2
South,C,271,49.02
East,B,146,40.89
North,C,467,189.5
North,C,219,102.91
South,B,70,34.34
West,A,80,21.62
North,B,358,96.91
North,C,166,54.56
West,A,349,106.75
North,B,463,71.16
East,A,409,50.94
East,B,345,170.74
South,A,70,24.0
East,A,123,38.55
East,C,424,142.84
South,B,297,102.76
West,B,162,31.94
South,A,270,125.75
South,B,225,58.57
South,C,231,41.98
West,B,450,206.95
East,A,119,30.73
West,C,156,56.72
North,A,241,55.55
West,C,173,85.17
West,A,247,109.27
East,C,96,28.53
South,C,70,19.5
West,C,412,201.37
South,A,238,109.3
East,B,298,132.64
North,B,282,65.19
West,B,125,14.14
East,A,190,74.48
East,C,438,63.18
North,A,472,146.67
West,C,480,74.82
West,A,409,164.26
South,B,476,89.16
East,A,321,47.09
East,B,337,145.17
South,A,367,139.35
East,A,442,119.57
East,B,73,13.55
East,B,160,65.55
East,C,280,49.45
East,C,85,32.66
West,A,79,10.04
West,A,112,20.05
North,B,419,205.19
East,A,329,140.55
West,C,490,183.24
South,A,56,18.19
East,B,281,135.32
East,A,228,45.9
East,A,158,44.88
West,A,135,35.36
West,C,467,211.79
East,C,371,140.11
South,C,188,90.01
West,B,459,93.34
North,C,382,120.96
South,A,206,26.25
East,B,484,97.24
East,C,463,230.79
South,B,113,51.45
West,A,204,96.82
East,B,425,129.41
South,A,242,27.99
North,A,265,51.48
South,A,91,21.07
East,A,249,67.48
West,A,465,80.16
West,C,327,63.16
North,B,237,42.94
West,B,142,52.61
West,A,491,209.87
East,A,208,83.32
South,A,363,97.19
South,A,499,146.03
North,B,493,61.44
North,A,133,63.01
West,A,152,50.14
East,B,268,57.76
North,A,485,86.61
West,A,360,105.53
East,A,73,20.03
West,A,52,16.93
East,C,93,32.26
North,A,306,57.15
East,B,109,26.39
West,B,275,87.95
North,A,447,71.01
South,A,161,22.28
South,A,65,30.74
West,C,378,162.14
North,A,397,174.56
South,C,60,21.83
South,B,397,140.98
South,B,132,41.36
South,B,83,26.38
East,C,285,138.46
West,A,165,40.26
West,B,463,65.09
South,B,339,163.83
North,A,153,33.44
East,B,444,50.95
East,A,454,71.11
North,A,453,224.05
West,B,52,20.33
West,B,270,37.81
North,A,453,99.43
West,B,200,85.22
North,C,434,193.57
South,B,403,183.44
West,A,64,26.24
South,C,299,95.77
North,B,174,85.66
West,A,186,78.91
South,A,298,40.29
North,B,262,96.82
South,C,353,166.15
North,B,282,45.7
West,C,217,53.55
West,B,374,184.4
North,B,451,46.53
South,B,99,26.12
East,B,451,196.65
West,A,338,127.19
East,B,222,22.98
West,B,379,155.03
South,A,211,103.8
North,C,187,39.01
South,C,390,74.46
East,A,127,32.02
North,A,403,146.71
East,B,250,70.61
North,B,91,31.5
West,B,198,86.41
East,A,300,136.56
North,B,192,70.93
West,A,304,67.64
North,C,303,116.93
North,C,62,9.33
North,B,82,17.6
East,C,205,56.03
North,A,475,76.96
South,C,379,112.65
West,B,390,64.38
West,C,431,114.43
North,A,331,85.15
East,A,96,45.42
West,B,331,58.36
East,A,483,233.06
West,A,213,29.32
West,B,423,159.93
North,B,413,61.76
East,A,124,13.17
North,C,211,23.03
North,C,392,45.21
East,C,102,30.53
East,C,148,44.38
East,C,287,51.81
South,A,236,115.18
West,C,428,209.32
North,A,174,75.19
North,B,285,63.0
